,段起点,段止点,w
11670,昌邑路,浦东大道,0.25
11671,杨高中路,丁香路,0.2356771229500715
11672,浦东大道,乳山路,0.30988593155893535
11673,乳山路,商城路,0.30987427169579884
11674,商城路,沈家弄路,0.3098912662223781
11675,沈家弄路,张扬路,0.30985306828003456
11676,张扬路,羽山路,0.30245266234591434
11677,羽山路,灵山路,0.29754287176862043
11678,灵山路,杨源路,0.32055262340887924
11679,沪南公,汇成路,0.0
11680,慈善街,大同路,0.0
11681,南北大街,川南奉公,0.2727272727272727
11682,沪南公路,西门路,0.0
11683,西门路,人民西路,0.0
11684,人民西路,拱极路,0.0
11685,拱为路,拱北路,0.2222222222222222
11686,拱北路,拱极路,0.18604651162790697
11687,一灶港桥,西门路,0.47741273100616016
11688,拱为路,拱北路,0.2765273311897106
11689,拱北路,拱极路,0.3912417359429208
11690,人民西路,一灶港桥,0.4
11691,小区,川南奉公,0.0
11692,联络道,小区,0.0
11693,华洲,联络道,0.0
11694,远东大道,川南奉公,0.0
11695,华洲东,远东大道,0.0
11696,杨高北路,兰谷路,0.25619214410808105
11697,兰谷路,兰嵩路,0.2499278261228193
11698,兰嵩路,张杨北路,0.22197937299364798
11699,沪南公路,西门路,0.43010752688172044
11700,文化路口,人民西路,0.5341614906832298
11701,人民西路,惠南西门路,0.504853675945753
11702,文化路,拱极路,0.6293706293706294
11703,耀龙路,济明路,0.3053780277369464
11704,济明路,经四路,0.26061154485574195
11705,南滨公,学校支,0.4444444444444444
11706,玉兰路,南滨公,0.0
11707,永发路,玉兰路,0.0
11708,学校支,老芦公,0.0
11709,临海路,永发路,0.0
11710,英姿路,风采路,0.0
11711,盐朝公,英姿路,0.17001460920379838
11712,南宣公,奉惠港路,0.0
11713,北市河,车站路,0.0
11714,浦东大道,栖山路,0.0
11715,周浦建设路,卫生院西口,0.0
11716,育才路,周浦建设路,0.0
11717,沪南路,马路港,0.0
11718,顺航路,盐朝公,0.0
11719,际和路,顺航路,0.0
11720,江明路,川南奉,0.45230574857864814
11721,东亭,江明路,0.46166394779771613
11722,栖山路,浦东大道,0.2
11723,博山东路,栖山路,0.1827075240972522
11724,祥和,振万路,0.505586592178771
11725,三三公,祥和,0.5103734439834025
11726,三三公,万耘路,0.5714285714285714
11727,万耘路,织布厂,0.0
11728,三三公,祥和,0.35807103667340456
11729,祥和,振万路,0.3623283191628515
11730,振万路,万耘路,0.37147575793323107
11731,宣桥镇派出所,南宣公,0.0
11732,万祥学校,万牧路,0.1282051282051282
11733,万牧路,万祥街,0.051521099116781155
11734,季景北路,大同路,0.2553191489361702
11735,东后老街,新场7组,0.0
11736,倪家木桥,东后老街,0.0
11737,王乔街桥,北门外街,0.0
11738,界浜路,砖桥街,0.0
11739,围场河,界河街,0.0
11740,茂兴路,港区门口,0.47841985853463237
11741,浦东南路,茂兴路,0.534481612023675
11742,原县种子公司,人民西路,0.205965061780997
11743,解放路,邮电房产,0.0
11744,崂山西路,浦东南路,0.4411565547128928
11745,崂山东路,崂山西路,0.4416360294117648
11746,东方路,崂山东路,0.4405
11747,福山路,东方路,0.4
11748,源深路,福山路,0.39999999999999997
11749,浦城路,浦明路,0.21524663677130046
11750,浦东南路,浦城路,0.3214649033570702
11751,云台路,川杨河,0.3176470588235294
11752,南祝公路,南门大街,0.48780326393392714
11753,南门大街,城基路,0.6585365853658537
11754,惠南北门路,城西路,0.1962314826471946
11755,城西路,通济路,0.223115193264447
11756,通济路,听潮路,0.36363636363636365
11757,川周公,关岳路,0.37317101720707013
11758,关岳路,赵沟浜,0.0
11759,中山东路,大会堂,0.0
11760,向阳东路,中山东路,0.0
11761,爱民路,川南奉公,0.0
11762,汇民路,爱民路,0.0
11763,弘中路,书塘路,0.4
11764,小学,坦直路,0.0
11765,雪连路,小学,0.0
11766,凌河路,东陆路,0.2819435454675107
11767,归昌路,凌河路,0.20186370782164906
11768,巨峰路,归昌路,0.2
11769,双桥路,巨峰路,0.3441669517618885
11770,东陆路,荷泽路,0.375
11771,荷泽路,张杨北路,0.37615299068885066
11772,莱阳路,浦东大道,0.375062744704347
11773,寿光路,莱阳路,0.38373936860314256
11774,兰城路,寿光路,0.375
11775,张杨北路,兰城路,0.375
11776,晨阳路,纬一路,0.12173913043478261
11777,次进场路,晨阳路,0.1154518398898931
11778,康沈路,周康路,0.0
11779,西市街,新源路,0.0
11780,新德路,西市街,0.0
11781,新源路,新川路,0.0
11782,水闸南路,兴滨路,0.0
11783,沪南公,汇成路,0.0
11784,南门大街,城基路,0.30434782608695654
11785,听潮路,通济路,0.34138833165392474
11786,通济路,城西路,0.4159021406727828
11787,城西路,城基路,0.3087378640776699
11788,听潮路,听悦路,0.26104486574590374
11789,听悦路,大川公路,0.48248133256748993
11790,周浦建设路,剧院路,0.0
11791,北城壕路,三灶浜路,0.0
11792,三灶浜路,西市街,0.0
11793,西市街,乔家浜路,0.0
11794,南码头路,储运仓库,0.39030942672103625
11795,北市街,西泥路,0.5315904139433552
11796,西泥路,石皮路,0.5536927956502039
11797,石皮路,益民路,0.0
11798,益民路,西河浜路,0.0
11799,西河浜路,新路,0.0
11800,新路,川沙路,0.5000304971027753
11801,浦三路,御桥路,0.25164890552995395
11802,御桥路,永泰路,0.2514715935826978
11803,永泰路,同汾泾,0.25221897362655443
11804,成山路,德州路,0.3111331778398725
11805,耀华路,成山路,0.21464595280960502
11806,高荷路,高城路,0.49535382416011436
11807,高城路,春阳路,0.4950592885375494
11808,春阳路,春晖路,0.4948509485094851
11809,春晖路,莱阳路,0.49531163816878104
11810,高科西路,川杨河,0.30920093321668124
11811,咸塘港,沪南公,0.0
11812,沉墙,沪南公,0.30364675466049806
11813,下塘街,新场小学,0.0
11814,三灶北街,腰,0.0
11815,贸易巷,三灶北街,0.0
11816,红三港路,贸易巷,0.0
11817,亦园路,南六公,0.0
11818,幼儿园,亦园路,0.0
11819,南六公,红三港路,0.0
11820,荷花路,新坦瓦公,0.0
11821,绿宝路,荷花路,0.0
11822,东庄路,绿宝路,0.0
11823,张杨北路,季景路,0.5884537176200159
11824,季景路,杨高北路,0.6386595911949685
11825,莱阳路,张杨北路,0.3837694349639742
11826,渔牧公司,人民东路,0.0
11827,向阳西路,中山路,0.0
11828,西门大街,向阳西路,0.0
11829,广兰路,丹桂路,0.4101319305510864
11830,大泥公路,南芦公,0.0
11831,兴黄路,泥城路,0.0
11832,海趣路,哥白尼路,0.38125472411186695
11833,川沙路,妙境路,0.29827089337175794
11834,妙境路,界龙一路,0.3237095363079615
11835,松林路,世纪大道,0.48667023145672605
11836,世纪大道,福山路,0.5431754874651811
11837,福山路,东方路,0.4444780635400908
11838,鹿溪路,五金三厂,0.0
11839,南六公,鹿溪路,0.0
11840,工农南路,文体路,0.21212121212121213
11841,文体路,南门大街,0.0
11842,香光路,城基路,0.3993639254884144
11843,公安路,香光路,0.3482968048587272
11844,南门大街,公安路,0.24463906239938177
11845,招远路,栖霞路,0.4545454545454546
11846,草高支路,港城路,0.3601513240857503
11847,川周公,东大街,0.39473684210526316
11848,笔化路,川周公,0.40544339381548683
11849,马桥浜,大道,0.3
11850,渡口,马桥浜,0.3
11851,振庭路,兰嵩路,0.31401869158878504
11852,恒和一,康桥中路,0.0
11853,界河南,恒和一,0.0
11854,洪桥,牌楼西路,0.0
11855,牌楼西路,石笋街,0.0
11856,东后老街,南山寺,0.0
11857,南山寺,敬老院,0.0
11858,石笋路,东后老街,0.0
11859,沪南公路,洪桥,0.0
11860,新场大街,后心港,0.0
11861,新场大街,工农桥,0.0
11862,东后老街,新场大街159弄1号,0.0
11863,新场大街,后心港,0.0
11864,新场大街,东后老街,0.0
11865,新场大街,东后老街,0.0
11866,新场大街,后心港,0.0
11867,新场大街,新场大街302弄1号东侧,0.0
11868,新场大街,东后老街,0.0
11869,新场大街,东后老街,0.0
11870,新场大街,二职校,0.0
11871,26厂东门,新场大街,0.0
11872,新场大街,26厂北门,0.0
11873,新场大街477弄1号,沪南公路7310号,0.0
11874,新场大街463号,新场大街490弄62号,0.0
11875,新场大街,东横港,0.0
11876,新场大街,后心港,0.0
11877,下塘街466弄,新场小学,0.0
11878,育建路,泥城路,0.6073298429319371
11879,泥城医院,育建路,0.6568593910366063
11880,泥城路,银品路,0.5715364288410721
11881,华城路,华夏二路,0.3732391155687258
11882,华夏二路,华东路,0.15972422723256077
11883,华东路,华夏三路,0.19906373475347877
11884,护塘街,东门外街,0.0
11885,东门外街,东城壕路,0.0
11886,东城壕路,南市街,0.504264535744074
11887,南市街,北市街,0.5394616788321168
11888,川黄路、北市街,石皮路,0.5101265104668974
11889,石皮路,西河浜路,0.47802650471953484
11890,西河浜路,临园路,0.5215041657284395
11891,临园路,川沙路,0.5206335973322218
11892,川沙路,进贤路,0.42601380985582865
11893,进贤路,妙境路,0.4413134035775545
11894,妙境路,华城路,0.35234421364985163
11895,华夏二路,围墙,0.70276008492569
11896,杨新路,后长街,0.24815724815724816
11897,北油车弄,年家浜路,0.0
11898,新德支路,西河浜路,0.0
11899,西河浜路,川沙路,0.41284403669724773
11900,川沙路,广厦路,0.6099824224338797
11901,广厦路,民贤路,0.5299808525647486
11902,民贤路,情谊路,0.4943958868894602
11903,情谊路,妙境路,0.4844205605224474
11904,妙境路,华夏一路,0.5020787531834309
11905,华夏一路,华夏二路,0.5678746603620453
11906,华夏二路,华东路,0.6111475171108198
11907,德翔路,德川路,0.27809844305765585
11908,德川路,西顶头,0.25
11909,华夏三路,德翔路,0.27559866321582027
11910,华夏东路,新德路,0.0
11911,围场河,川南奉公,0.0
11912,工农桥,果品仓库路,0.0
11913,新奉公路124弄1支弄,港西街,0.0
11914,新奉公路124弄,石笋街,0.0
11915,新奉公路124弄,港西街,0.0
11916,新奉公路,40号土产部,0.0
11917,新奉公路,新场大街,0.0
11918,白龙港桥,新卫路,0.0
11919,新卫路,老芦公,0.0
11920,川南奉公,共和路桥共司,0.0
11921,人民东路,东门大街,0.0
11922,新环南路延伸段,新环西路,0.16115368496677246
11923,新环西路,新奉公路,0.19551396639360824
11924,新奉公路,后市河桥,0.1460415065334358
11925,后市河桥,玉皇港桥,0.20011203045709375
11926,玉皇港桥,新环东路,0.21367521367521367
11927,沪南公路,六灶港桥,0.20396377477359234
11928,牌楼西路,笋心路,0.2340135089616537
11929,六灶港桥,牌楼西路,0.22360815333130515
11930,笋心路,五灶港桥,0.12071967498549042
11931,五灶港桥,笋南路,0.14689802064820717
11932,笋南路,新环南路,0.17218543046357618
11933,沪南公路,三号河桥,0.10708853057499239
11934,三号河桥,新环北路,0.14242292661745548
11935,东陆路,金皖路,0.32216054654141757
11936,申江路,东陆路,0.263243211949285
11937,冀桥路,申江路,0.2636734693877551
11938,金苏路,冀桥路,0.25497222719942664
11939,金穗路,金苏路,0.2214565095921028
11940,金桥路,红枫路,0.2730210016155089
11941,金藏路,金桥路,0.2172229978423658
11942,金皖路,金豫路,0.3506816990036707
11943,金沪路,金藏路,0.21872018129770993
11944,金湘路,金沪路,0.23687632605571146
11945,金港路,金湘路,0.3229544927760179
11946,金豫路,金港路,0.33375908822951467
11947,老芦公,新欣色织厂,0.0
11948,大道站路,顾全路,0.2940972495862558
11949,芸香路,卫生院桥,0.0
11950,老芦公,芸香路,0.0
11951,航东路,沪南公,0.0
11952,新欣东路,新府路,0.0
11953,新卫路,老芦公,0.0
11954,老芦公,乡村公,0.0
11955,奉新公,笋中路,0.3362255965292842
11956,笋中路,新环西路,0.0
11957,彭平公,彭新路,0.46153846153846156
11958,建中路,建苑路,0.502587098999655
11959,建苑路,建西路,0.5019878635697844
11960,建东路,建中路,0.5
11961,围场河,川南奉公,0.0
11962,沪南公,富航路,0.0
11963,富田路,航新北路,0.0
11964,富航路,富田路,0.0
11965,南芦公,香益路,0.0
11966,大泥公路,南芦公,0.0
11967,航新北路,中心河,0.0
11968,航新北路,中心河,0.0
11969,东波路,东陆路,0.43473684210526314
11970,泵站,东波路,0.3635964912280702
11971,盐朝公,水闸河路,0.0
11972,川南奉公,盐仓老街,0.0
11973,汇民路,爱民路,0.0
11974,爱民路,川南奉公,0.0
11975,汇民路,川南奉公,0.0
11976,南六公,红三港路,0.0
11977,雪连路,坦直路,0.0
11978,康柳路,康梧,0.0
11979,富丰庄路,坦南路,0.0
11980,康巴 ,康柳 ,0.0
11981,沪南公 ,康巴 ,0.0
11982,康柳 ,浦三 ,0.0
11983,沪南公,中心河,0.0
11984,宣城新村,南宣公,0.0
11985,南宣公,奉惠港路,0.0
11986,宣镇东路,南宣公,0.0
11987,生产河南路,宣桥大街,0.0
11988,川沙曙光路,川黄路,0.5807577045220738
11989,川环东路,川沙曙光路,0.5724879375667887
11990,川黄路,保健路,0.21391917896087234
11991,护塘街,川环东路,0.5853784551795401
11992,施湾中学,施镇街,0.0
11993,勤奋路,人民东路,0.18633540372670807
11994,人民东路,拱极路,0.18633540372670807
11995,拱极路,拱北路,0.16806722689075632
11996,拱北路,太平洋会议中心,0.18633540372670807
11997,文院街,集市弄,0.0
11998,秀丰路,文院街,0.0
11999,东庄路,秀丰路,0.0
12000,集市弄,新坦瓦公,0.0
12001,世博大道,后滩路,0.375
12002,后滩路,塘子泾路,0.375
12003,塘子泾路,长清路,0.3125
12004,长清路,世博馆路,0.3125
12005,世博馆路,周家渡路,0.3125
12006,周家渡路,上南路,0.3125
12007,上南路,洪山路,0.3125
12008,洪山路,云台路,0.3125
12009,云台路,高科西路,0.29577464788732394
12010,高科西路,白莲泾路,0.3125
12011,白莲泾路,华丰路,0.0
12012,耀华支路,上钢三厂,0.35183576198396344
12013,严民路,杨高路,0.2910079804808621
12014,严民路,严中路,1.0
12015,严杨路,严丰路,0.3855421686746988
12016,严丰路,严镇路,0.36360314270052985
12017,严镇路,高科西路,0.3630181877765034
12018,杨高南,严镇路,0.44406577489988924
12019,严镇路,高科西路,0.43994666158681783
12020,杨高南,严民路,0.45173475542011865
12021,严民路,严中路,0.4513853476117627
12022,严桥路,严民路,0.35714285714285715
12023,严民路,严中路,0.35714285714285715
12024,江宁路,严杨路,0.4591381872213967
12025,严杨路,严丰路,0.481582184242895
12026,严丰路,严镇路,0.46461406177657255
12027,严镇路,高科西路,0.4506957884065985
12028,人民东路,水闸桥,0.0
12029,水闸桥,东门大街,0.0
12030,东门大街,卫星东路,0.0
12031,南仓桥路,星粮路,0.0
12032,盐仓老街,南仓桥路,0.0
12033,川南奉公,盐仓老街,0.0
12034,川环南路,翔川路,0.4096762843068262
12035,翔川路,绣川路,0.333569844789357
12036,绣川路,平川路,0.32131516540053856
12037,平川路,川周公路,0.27592488088519973
12038,海关,A20,0.30290135692583214
12039,A20,港城路,0.19138613677342603
12040,长清路,杨思港桥,0.3120605732828556
12041,杨思港桥,上南路,0.3333333333333333
12042,洪山路,云台路,0.36363636363636365
12043,上南路,洪山路,0.34782608695652173
12044,杨南路,北侧高压线,0.4375
12045,云台路,洪山路,0.32108898821617227
12046,上南路,振兴路,0.5866407069042983
12047,灵岩南路,长清路,0.3507998824880485
12048,长清路,济阳路,0.36402433110252036
12049,振兴路,灵岩南路,0.38843849136411696
12050,洪山路,上南路,0.29889123188898714
12051,云台路,东明路,0.21875
12052,年家浜路,菜场路,0.29997572029783104
12053,盐业公司,上南路,0.3333435362176887
12054,上南路,长清路,0.296875
12055,杨高,源深路,0.17117834394904458
12056,耀江路,济明路,0.2
12057,济明路,济阳路,0.1904947789596955
12058,济阳,耀华厂,0.352104954581103
12059,西营路,济阳,0.25855267876353727
12060,长清路,西营路,0.2408213351636067
12061,历城路,长清路,0.23465964602841113
12062,耀华厂,黄浦江,0.3728744388518569
12063,上南路,历城路,0.17792612940662897
12064,耀江路,耀龙路,0.22781265908705242
12065,耀龙路,济明路,0.2648238426166027
12066,济明路,济阳路,0.26465465495015894
12067,雪野西路,克虏伯,0.2705932163522604
12068,耀华路,雪野西路,0.2038870688703206
12069,友诚路,耀华路,0.30195901823913535
12070,耀华路,德恒路,0.35341891537856956
12071,德恒路,德州路,0.2809786898184688
12072,德州路,耀川路,0.3924964868132945
12073,龙滨路,耀元路,0.20749100830956219
12074,耀元路,友诚路,0.27055429631155986
12075,雪野路,龙滨路,0.2764283378198194
12076,耀华路,德恒路,0.4195230415107339
12077,龙滨路,通耀路,0.46710675678035657
12078,德恒路,德州路,0.4176519854172825
12079,耀元路,友诚路,0.40491803278688526
12080,友诚路,耀华路,0.4500166541760346
12081,通耀路,耀元路,0.43530782092468395
12082,德州路,川杨河桥,0.18049425875672387
12083,耀江路,耀龙路,0.20000806972240154
12084,耀龙路,济明路,0.20000697252823874
12085,济明路,济明路往东120米,0.19999999999999998
12086,东大街,康桥中大街,0.0
12087,沪南公,职工新村,0.0
12088,东方路,浦东南路,0.45269453458039066
12089,南码头路,溶剂厂,0.4180327868852459
12090,胶南路,南码头路,0.5327666575267344
12091,高桥中学,高桥学前街,0.30697190426638915
12092,高桥学前街,高桥东街,0.3069306930693069
12093,高桥东街,界浜路,0.16028225806451613
12094,艺华服装厂,马五公,0.0
12095,龙游港,下盐路,0.0
12096,下盐路,三灶港,0.0
12097,盐朝公,英姿路,0.0
12098,英姿路,风采路,0.0
12099,张东路,盛夏路,0.42140641158221304
12100,盛夏路,张衡路,0.4098360655737705
12101,石皮路,西市街,0.0
12102,浦东南路,荣城路,0.8127024362765808
12103,浦东南路,陆家嘴环路,0.2856930994082665
12104,东园路,世纪大道,0.4149588891372929
12105,世纪大道,花园石桥路,0.37981686996473296
12106,花园石桥路,陆家嘴环路(南),0.34452610679577833
12107,陆家嘴环路,东园路,0.2849218675710799
12108,陆家嘴环路(南),东昌路,0.2677116915961313
12109,东园路,花园石桥路,0.0
12110,申江路,张东路,0.3333351825756987
12111,申江路,张东路,0.3333351825756987
12112,申江路,张东路,0.3333351825756987
12113,申江路,张东路,0.3333351825756987
12114,申江路,张东路,0.3333351825756987
12115,张东路,芳春路,0.27272921838883657
12116,申江路,芳春路,0.3126392938305164
12117,彭新路,爱华路,0.0
12118,彭平公,彭新路,0.0
12119,环林东路,环林东路,0.4140001277383918
12120,金桥路,紫竹路,0.3999645578592947
12121,紫竹路,翠柏路,0.3347066902099274
12122,大泥公路,新城西,0.0
12123,枣庄路,金口路,0.3299924830869456
12124,金口路,云山路,0.30046674445740956
12125,花木路,梅花路,0.36
12126,梅花路,樱花路,0.36
12127,樱花路,兰花路,0.39215686274509803
12128,兰花路,龙阳路,0.8187401986408781
12129,银城东路,金洲街,0.38461538461538464
12130,金洲街,浦东南路,0.4604496253122398
12131,浦东南路,即墨路,0.4176434299814929
12132,富田路,航新北路,0.0
12133,富航路,富田路,0.0
12134,图海路,益海路,0.0
12135,玉兰路,浦建路,0.3762494079354862
12136,海桐路,玉兰路,0.4619173428948858
12137,白杨路,海桐路,0.3549981045503863
12138,银霄路,白杨路,0.36
12139,石楠路,银霄路,0.36
12140,芳甸路,石楠路,0.375
12141,合欢路,锦带路,0.6436503129416515
12142,金松路,长柳路,0.3689374203203814
12143,长柳路,民生路,0.3333333333333333
12144,民生路,合欢路,0.3235980389586556
12145,丁香路,紫槐路,0.1544882790165809
12146,紫槐路,芳甸路,0.1913692276668683
12147,芳甸路,金松路,0.16694431223227035
12148,民生路,合欢路,0.1743192033136512
12149,锦带路,东绣路,0.23292744434037033
12150,靖海南路,男团公里,0.3125
12151,花园漾桥,义济桥,0.0
12152,永春中路,花园洋桥,0.22207459428679888
12153,永春北路42号,永春北路44弄30号,0.0
12154,永春北路180弄5号,永春北路44弄30号,0.0
12155,永春北路180弄38支弄4号,永春北路180弄,0.0
12156,永春北路268弄15号,永春北路372弄17号,0.0
12157,永春北路85弄1号,永春北路,0.0
12158,永春北路180弄38支弄4,永春北路180弄38支弄5,0.0
12159,永春北路88弄37号,永春北路180弄5号,0.0
12160,永定北路,永春中路,0.35548059268115634
12161,汽车洋桥,永定北路,0.25600270544470743
12162,镇阳路,汽车洋桥,0.3447615399348784
12163,南团公路,镇阳路,0.3214514407684098
12164,永春东路57号,永春中路42弄13号,0.0
12165,永宁东路,人民港桥,0.18303979737811024
12166,人民港桥,南芦公,0.2580103940745591
12167,永春中路126弄,团西村鸭场748号,0.0
12168,永春西二路88号,永春西二路86弄13号,0.0
12169,永春中路,浦东运河,0.2222222222222222
12170,永春西一路102号,永春西一路188号,0.0
12171,永春西一路46弄1号,永春西一路46弄40号,0.0
12172,永春西一路51弄3号,永春西一路41号,0.0
12173,永春西一路90弄14号,永春北路21弄,0.0
12174,永春北路,永春西一路,0.3529411764705882
12175,永春西一路,永宁东路,0.33889721461423183
12176,永春中路133号,团西村鸭场551号,0.0
12177,永春中路167弄1号,永春中路167弄61号,0.0
12178,永春中路167弄59号,永春中路135弄119号,0.0
12179,永春中路134弄,永春中路173号,0.0
12180,永春中路42弄17号,永春中路42弄72号,0.0
12181,永春中路64弄123号,永春东路67号,0.0
12182,永春中路86号,永春中路64弄23号,0.0
12183,永春中路1号,永春中路64弄15号,0.0
12184,永春东路,永宁东路,0.3000473260766683
12185,永定北路19弄,永定北路19弄51号,0.0
12186,军民新村8号门,永定北路路口,0.0
12187,军民新村8号门,永定北路路口,0.0
12188,永宁东路,平桥,0.46153846153846156
12189,永定南路110弄1号,永定南路110弄27号,0.0
12190,永定南路125号,团西村鸭场668号,0.0
12191,镇南村329号,镇南村538号,0.0
12192,永定南路140弄2号,太平桥,0.0
12193,永定南路157号1室,镇南村327号,0.0
12194,永定南路355号,永定南路106弄52号,0.0
12195,永宁西路,南芦公路,0.0
12196,永定南路210号,镇南村141号,0.0
12197,镇南村大杨282号,永定南路278号,0.0
12198,永定南路360弄20号,永定南路360弄16号,0.0
12199,永定南路191弄31号,永定南路86弄20号,0.0
12200,永定南路376弄1号,永定南路376弄4号,0.0
12201,永定南路38弄1号,镇南村348号,0.0
12202,老港垃圾处置场,通源东,0.0
12203,永春东路,永晖桥,0.0
12204,永晖桥,南芦公,0.0
12205,富丰庄路,坦南路,0.0
12206,中市路,航塘路,0.0
12207,永定北路,永春中路,0.2901109989909183
12208,永宁东路104号,永宁东路114号,0.0
12209,永宁东路124号,永宁东路146号,0.0
12210,永宁东路118号,永春南路122号,0.0
12211,南三支路2,永春中路32弄57号,0.09259259259259259
12212,永春中路,南三支路2,0.375
12213,环林西路,金谊河,0.24901668766945434
12214,东明路,环林西路,0.4013079036847985
12215,环林东路,东明路,0.2536162966586053
12216,杨高南路,环林东路,0.22307385077692618
12217,西泰林路,杨高南路,0.14004173429167632
12218,浦三路,西泰林路,0.14901992613936121
12219,东泰林路,浦三路,0.19922812141441534
12220,金谊河,上南路,0.2065073567521753
12221,三鲁路,灵岩南路,0.2916666666666667
12222,灵岩南路,三新路,0.2857142857142857
12223,耀江路,耀龙路,0.2000079085768516
12224,耀龙路,济明路,0.19999999999999998
12225,浦东大道,栖山路,0.34612105711849955
12226,老芦公,观潮路,0.0
12227,居家桥路,德平路,0.37029105421979946
12228,德平路,罗山路,0.42361726363751423
12229,南洋泾路,苗圃路,0.4214586255259467
12230,苗圃路,巨野路,0.42458832335329344
12231,巨野路,民生路,0.4067593480345158
12232,罗山路,崮山路,0.5026034171485387
12233,崮山路,南洋泾路桥,0.5080350620891162
12234,南洋径路桥,南洋泾路,0.6739288307915758
12235,民生路,桃林路,0.3482183130356337
12236,桃林路,源深路,0.32988267770876467
12237,射击场,通源东,0.0
12238,花木路,梅花路,0.33333894283358295
12239,梅花路,牡丹路,0.36814100432324576
12240,牡丹路,樱花路,0.43098284780833107
12241,樱花路,杜鹃路,0.5172460990966329
12242,新村路,上海飞翔实业公司,0.11365719523373052
12243,周浦振兴,周祝公,0.0
12244,织布厂,新城东路,0.0
12245,新城东路,南芦公,0.0
12246,北油车弄,年家浜路,0.2869022869022869
12247,西泰林路,浦三路,0.2686158721013971
12248,浦三路,东泰林路,0.3146543345031155
12249,明丰苑,西泰林路,0.5932914046121593
12250,杨高南路,明丰苑,0.25593917381534503
12251,上南路,下难路,0.04580152671755725
12252,御桥路,京浦路,0.41318681318681316
12253,御桥路,京浦路,0.4117647058823529
12254,京浦路,恒河北路,0.42727272727272725
12255,和合7队 ,康桥西 ,0.0
12256,周祝公,花苑路,0.0
12257,花苑路,砖桥路,0.0
12258,沪南公,汇成路,0.4956594791374965
12259,沪南公,汇成路,0.0
12260,张杨路,潍坊路,0.3133520696200971
12261,上港二区,浦东大道,0.26666666666666666
12262,乳山路,商城路,0.3338463053702016
12263,商城路,张杨路,0.27006994176164073
12264,浦东大道,乳山路,0.32118120805369127
12265,潍坊路,浦电路,0.2925629921721884
12266,浦电路,杨高中路,0.3066503263422741
12267,南芦公,远征1组,0.0
12268,杭湾路,南芦公,0.0
12269,盐朝公,风采路,0.0
12270,人民西路,西门街,0.3277634961439589
12271,齐河路,昌里东路,0.34937193713738524
12272,高科西路,浏河路,0.29328621908127206
12273,浏河路,齐河路,0.3587426326129666
12274,昌里东路,成山路,0.3162805003075661
12275,金港路,金湘路,0.2726302685399253
12276,金湘路,金沪路,0.2584507042253521
12277,金沪路,金藏路,0.23449477351916376
12278,金豫路,金港路,0.2822230981474182
12279,申江,金豫路,0.2512624064078008
12280,银山路,杨高中路,0.360146252285192
12281,张杨路,金杨路,0.24434495758718192
12282,金杨路,灵山路,0.40594059405940597
12283,灵山路,银山路,0.35304990757855825
12284,锦绣东路,张家浜,0.30143014301430143
12285,碧云路,明月路,0.1875
12286,明月路,锦绣东路,0.16216216216216217
12287,张杨路,博山东路,0.24995978767894483
12288,博山东路,栖山路,0.2499691548426897
12289,杨高中路,蓝天路,0.3382352941176471
12290,蓝天路,碧云路,0.21593291404612158
12291,栖山路,浦东大道,0.25
12292,齐河路,昌里路,0.23650905759062363
12293,浦东南路,浏河路,0.1569291302557533
12294,昌里路,成山路,0.5053763440860215
12295,成山路,德州路,0.5012296834901625
12296,德州路,川杨河,0.4622788159417893
12297,浏河路,齐河路,0.22741724530268068
12298,雪野路,浦东南路,0.4253731343283582
12299,新书路,石皮泐路,0.0
12300,惠北新村,人民东路,0.0
12301,东门桥,运河桥,0.0
12302,人民东路,东门桥,0.0
12303,浦东创业,建业,0.5
12304,建业,王桥街,0.5
12305,王桥街,敬业,0.5
12306,敬业,川杨河桥,0.5
12307,康沈路,周康路,0.0
12308,张杨路,金杨路,0.21883521620568758
12309,金杨路,金台路,0.23684210526315788
12310,金台路,银山路,0.2653061224489796
12311,银山路,杨高中路,0.2
12312,栖山路,博山东路,0.24254909772901745
12313,博山东路,张杨路,0.19999999999999998
12314,海耶,新开河桥,1.0
12315,哈雷路,李冰路,0.237464984677859
12316,新开河桥,金科,0.18750000000000003
12317,金科,三星河桥,0.1875205182639907
12318,三星河桥,华佗路,0.20471992163148992
12319,华佗路,白莲泾桥,0.20217606833261306
12320,白莲泾桥,科苑路,0.2949571836346337
12321,科苑路,三八河桥,0.2092240357435944
12322,三八河桥,罗山,0.17073170731707318
12323,哥白尼路,伽利略路,0.15
12324,伽利略路,法拉第路,0.15
12325,法拉第路,张江路,0.15
12326,张江路,益江路,0.15
12327,益江路,盛夏路,0.15
12328,盛夏路,张东路,0.15003695491500368
12329,哥白尼,爱迪生,0.20322361394310126
12330,爱迪生,哈雷路,0.25970223856617514
12331,浦东南路,浦明路,0.0
12332,季景北路,慈善街,0.0
12333,金桥路,枣庄路,0.2724594363791631
12334,泾南路,苗圃路,0.26614645267061166
12335,苗圃路,巨野路,0.1946830819184198
12336,崂山东路,崂山西路,0.2709277054803488
12337,福山路,东方路,0.21221376013195706
12338,桃林路,源深路,0.19320921510849182
12339,源深路,松林路,0.1921695628614993
12340,松林路,福山路,0.18467388901171786
12341,民生路,桃林路,0.2858837536157757
12342,巨野路,民生路,0.19960452545448454
12343,东方路,崂山东路,0.2690206959131679
12344,崂山西路,浦东南路,0.10083779380963463
